location,wind,solar,battery,operational_emissions_total_g,embodied_emissions_initial_g,embodied_emissions_g,coverage_pct,total_battery_discharge_kwh,total_excess_renewable_kwh,total_grid_draw_kwh
houston,24000,16000,37500,38107247.90380888,17743000000,3676132174.0069056,99.37909326547593,2818087.688530269,47569814.29529226,93942.56989533965
houston,18000,0,37500,1219443365.252855,9057000000,3149381042.1707506,79.48557356512572,2701958.997279275,19099868.336951356,3103812.2669069786
houston,27000,20000,37500,28724913.15395115,20438000000,3840697995.787921,99.55229379735594,2648154.1970156925,58164984.964833565,67737.50210118819
houston,18000,8000,37500,219426882.59128922,12353000000,3351161723.667366,96.33029736923746,2988102.6568069803,27155479.15952923,555222.349375492
houston,15000,8000,37500,282633118.36775684,11306000000,3290630043.6118245,95.27484914445174,3094051.7696832414,22278388.5303922,714910.6135136543
houston,27000,12000,37500,45356497.18774439,17142000000,3638922290.0042644,99.26336989035771,2751932.18041783,47587958.19176275,111451.40117561312
houston,18000,12000,37500,86733208.33591723,14001000000,3452049931.3288064,98.55732124437986,3156720.5986172114,32110892.825499907,218275.8573882253
houston,15000,4000,37500,721511326.803555,9658000000,3189741313.014414,87.99051551987837,2435570.987011377,18096290.48625041,1817023.0284997453
houston,27000,24000,37500,23857168.286866535,22086000000,3941585659.3815246,99.62646130594426,2617587.133881198,63464497.34851187,56516.0319960816
houston,15000,12000,37500,106238241.09677517,12954000000,3391518251.273265,98.21707885200627,3362777.5367757143,27124010.48803952,269754.1921358982
houston,18000,4000,37500,580510172.8811371,10705000000,3250272993.0699553,90.31307820349595,2498554.711100008,22778498.922872394,1465621.6100414766
houston,24000,24000,37500,24976725.257734086,21039000000,3877907615.8674517,99.60541079943788,2747203.5702423556,58157256.920989364,59700.9526433416
houston,15000,20000,37500,53015461.66917338,16250000000,3593293957.056922,99.11185993352764,3316785.895452547,37597874.47445763,134374.70659000665
houston,9000,0,37500,2209336971.627804,5916000000,2963433663.7412553,62.484227818986014,1855929.0198359948,6227261.912160072,5676098.928116701
houston,6000,20000,37500,133136426.45983583,13109000000,3405169962.898387,97.73846688998049,4757498.301718448,22116917.176623926,342167.7048187902
houston,0,0,37500,5668169643.522996,2775000000,2775000000.0,0.23808040534084585,37499.99136,0.0,15093878.972979845
houston,3000,0,37500,3907286788.301315,3822000000,2838665273.413328,32.74846974762209,733147.6326418038,362787.7833795931,10175089.47804397
houston,24000,4000,37500,407556503.0994842,12799000000,3373467308.23134,93.1966490631417,2518694.098997842,32601019.453206636,1029340.2138699978
houston,30000,24000,37500,23349715.86194367,23133000000,4002025327.7014284,99.63645364830988,2510176.751587701,68502512.68633339,55004.20055843323
houston,30000,4000,37500,301467471.73591673,14893000000,3497585020.065317,94.92963159776738,2494461.498304738,42684096.80620695,767141.6841483623
houston,30000,32000,37500,16830747.68538638,26429000000,4203800329.132,99.73543859036428,2470686.3868526076,79109841.51065548,40027.87751265463
houston,21000,40000,37500,17604527.510071263,26584000000,4223174043.1938133,99.71625551188923,2806862.4276528284,74521353.56173256,42930.25816058277
houston,21000,12000,37500,69184861.50317034,15048000000,3516960965.5746365,98.85101696018481,2986893.0830588224,37479631.462136686,173839.98839879473
houston,18000,32000,37500,21456351.027726576,22241000000,3956488302.136638,99.64050970156742,3035195.0202230043,58497616.52199596,54390.523744415186
houston,30000,40000,37500,15494963.143101301,29725000000,4405575035.943345,99.76218733065384,2438108.2987847337,89726786.21984394,35980.81977508703
houston,0,24000,37500,331984537.0984609,12663000000,3380332258.535316,94.179836041712,8255957.60202685,17399697.998784643,880585.0042404516
houston,0,4000,37500,3789404369.384746,4423000000,2875891950.8992043,34.700937114834275,1196139.5305757688,60610.83315095455,9879683.1119763
houston,0,40000,37500,176754051.11824417,19255000000,3783881966.777232,96.92416132357276,8336608.844373612,38221836.44603061,465371.3251613155
houston,0,32000,37500,229294939.7906859,15959000000,3582107259.9658875,95.95797296536304,8328419.044347948,27748772.824624375,611554.6604777756
houston,18000,36000,37500,20122681.925390776,23889000000,4057375706.7405195,99.66665946910605,3014616.828748072,63804957.83484183,50434.08998689346
houston,21000,16000,37500,45891149.0092034,16696000000,3617848893.0913506,99.23757580538805,2949513.2125167935,42730615.670387365,115354.02051506458
houston,30000,36000,37500,16110647.138296006,28077000000,4304687733.735882,99.74923049527584,2452921.0793201905,84417801.6432439,37941.1760499359
houston,21000,36000,37500,18480824.66331629,24936000000,4122286740.9863496,99.69942597276894,2823451.335860066,69214516.34739985,45476.550650590776
houston,18000,24000,37500,32446220.45728871,18945000000,3754713300.706067,99.46225688394668,3075259.9133694996,47903206.675532684,81359.99733405681
houston,12000,0,37500,1749786962.0938354,6963000000,3026139192.296916,70.3716855746636,2271014.0847352217,10241042.864993105,4482734.433403606
houston,30000,0,37500,739597581.1384008,13245000000,3396693069.1661124,87.51896989010316,2922213.576047554,38482465.512759164,1888367.4121581907
houston,24000,0,37500,943080112.6388929,11151000000,3272575357.332135,84.18207043163373,2824175.5884690904,28645687.662149753,2393236.9733673567
houston,30000,28000,37500,18704736.933382038,24781000000,4102912802.31092,99.70128025959247,2489616.785795144,73803827.2975469,45195.998902898726
houston,9000,20000,37500,88496969.51967165,14156000000,3467878258.682968,98.4807397922639,4064364.521829235,27242983.555510197,229862.55474238662
houston,24000,12000,37500,55399210.27934631,16095000000,3575244246.490191,99.08738750129748,2865835.957366345,42304862.22977376,138077.36118764375
houston,15000,40000,37500,21532736.26113893,24490000000,4097731328.8924417,99.63821895377485,3221870.235866183,64068723.45841774,54737.11160157757
houston,15000,28000,37500,31810303.44267705,19546000000,3795069095.2600164,99.45028623072916,3274228.215636807,48165324.80202006,83171.14523124056
houston,27000,40000,37500,15893734.420166858,28678000000,4345135367.623441,99.75237778707468,2541666.4044102677,84688256.66304937,37464.99393859313
houston,27000,4000,37500,349335428.2683266,13846000000,3437145351.745413,94.15291814446397,2505308.4213338112,37763554.042686485,884657.6552571876
houston,27000,32000,37500,17254643.70410351,25382000000,4143360660.812096,99.72553346781649,2575721.4927679873,74071157.23443647,41526.51267882435
